id,mass,GeoLocation,name,class_met,year_seen
29943,214,"(0.000000, 0.000000)",Northwest Africa 6546,L5,2006
29944,92.2,"(0.000000, 0.000000)",Northwest Africa 6547,L4,2006
29945,188,"(0.000000, 0.000000)",Northwest Africa 6548,LL4,2010
29946,228.7,"(0.000000, 0.000000)",Northwest Africa 6549,L4,2008
29947,29481.8,"(0.000000, 0.000000)",Northwest Africa 6550,LL3.7,2008
29948,113.6,"(0.000000, 0.000000)",Northwest Africa 6551,H5,2008
29949,5824,"(0.000000, 0.000000)",Northwest Africa 6552,L6,2008
29950,138,"(0.000000, 0.000000)",Northwest Africa 6554,Lunar (feldsp. breccia),2010
29951,29.72,"(0.000000, 0.000000)",Northwest Africa 6555,Lunar (feldsp. breccia),2010
29952,224,"(0.000000, 0.000000)",Northwest Africa 6556,Howardite,2010
29953,68,"(0.000000, 0.000000)",Northwest Africa 6557,Acapulcoite,2010
29954,5888,"(0.000000, 0.000000)",Northwest Africa 6560,Howardite,2010
29955,188,"(0.000000, 0.000000)",Northwest Africa 6564,Eucrite-pmict,2010
29956,145,"(0.000000, 0.000000)",Northwest Africa 6566,Eucrite-pmict,2010
29957,340,"(0.000000, 0.000000)",Northwest Africa 6569,L-melt breccia,2010
29958,415,"(0.000000, 0.000000)",Northwest Africa 6570,Lunar (feldsp. breccia),2010
29959,50.2,"(0.000000, 0.000000)",Northwest Africa 6572,Achondrite-ung,2010
29960,37,"(0.000000, 0.000000)",Northwest Africa 6573,Eucrite-mmict,2010
29961,135,"(0.000000, 0.000000)",Northwest Africa 6575,Diogenite,2010
29962,245,"(0.000000, 0.000000)",Northwest Africa 6576,Pallasite,2010
29963,1638,"(0.000000, 0.000000)",Northwest Africa 6578,Lunar (feldsp. breccia),2010
29964,95,"(0.000000, 0.000000)",Northwest Africa 6579,L-melt rock,2005
29965,105,"(0.000000, 0.000000)",Northwest Africa 6580,L-melt breccia,2005
29966,146.5,"(0.000000, 0.000000)",Northwest Africa 6581,LL6,2008
29967,49,"(0.000000, 0.000000)",Northwest Africa 6582,LL3.8,2008
29968,1825,"(0.000000, 0.000000)",Northwest Africa 6583,"Iron, ungrouped",2010
29969,307,"(0.000000, 0.000000)",Northwest Africa 6587,H6,2009
29970,2730,"(0.000000, 0.000000)",Northwest Africa 6588,LL6-an,2008
29971,286,"(0.000000, 0.000000)",Northwest Africa 6589,Eucrite,2002
29972,3950,"(0.000000, 0.000000)",Northwest Africa 6590,L4,2010
29973,712,"(0.000000, 0.000000)",Northwest Africa 6591,H4,2010
29974,15.85,"(0.000000, 0.000000)",Northwest Africa 6592,Lodranite,2007
29975,635.8,"(0.000000, 0.000000)",Northwest Africa 6593,L3,2010
29976,3050,"(0.000000, 0.000000)",Northwest Africa 6594,Eucrite,2010
29977,439,"(0.000000, 0.000000)",Northwest Africa 6600,Ureilite,2010
29978,276.2,"(0.000000, 0.000000)",Northwest Africa 6601,Eucrite,2011
29979,1048,"(0.000000, 0.000000)",Northwest Africa 6602,Howardite,2010
29980,481,"(0.000000, 0.000000)",Northwest Africa 6603,CV3,2006
29981,605,"(0.000000, 0.000000)",Northwest Africa 6604,CK4,2006
29982,2237,"(0.000000, 0.000000)",Northwest Africa 6605,L6,2010
29983,156,"(0.000000, 0.000000)",Northwest Africa 6606,L5/6,2010
29984,94,"(0.000000, 0.000000)",Northwest Africa 6607,LL3-6,2010
29985,257,"(0.000000, 0.000000)",Northwest Africa 6608,LL5,2010
29986,164,"(0.000000, 0.000000)",Northwest Africa 6609,L4,2009
29987,110,"(0.000000, 0.000000)",Northwest Africa 6610,LL4/5,2010
29988,45,"(0.000000, 0.000000)",Northwest Africa 6611,LL3.8,2010
29989,194,"(0.000000, 0.000000)",Northwest Africa 6612,CV3,2010
29990,161,"(0.000000, 0.000000)",Northwest Africa 6613,LL6,2010
29991,174,"(0.000000, 0.000000)",Northwest Africa 6614,H5,2010
29992,187,"(0.000000, 0.000000)",Northwest Africa 6615,L3.8,2010
29993,770,"(0.000000, 0.000000)",Northwest Africa 6616,L5-6,2008
29994,71,"(0.000000, 0.000000)",Northwest Africa 6617,H3.6,2009
29995,237,"(0.000000, 0.000000)",Northwest Africa 6618,Eucrite-mmict,2011
29996,3367,"(0.000000, 0.000000)",Northwest Africa 6619,CV3,2011
29997,89,"(0.000000, 0.000000)",Northwest Africa 6620,Howardite,2011
29998,24000,"(0.000000, 0.000000)",Northwest Africa 6621,H4,2011
29999,3500,"(0.000000, 0.000000)",Northwest Africa 6622,L5,2011
30000,4000,"(0.000000, 0.000000)",Northwest Africa 6623,H5,2011
30001,8000,"(0.000000, 0.000000)",Northwest Africa 6624,H5/6,2011
30002,6200,"(0.000000, 0.000000)",Northwest Africa 6625,H4,2011
30003,3300,"(0.000000, 0.000000)",Northwest Africa 6626,L3.9,2011
30004,7000,"(0.000000, 0.000000)",Northwest Africa 6627,L5,2011
30005,1700,"(0.000000, 0.000000)",Northwest Africa 6628,L6,2011
30006,1100,"(0.000000, 0.000000)",Northwest Africa 6629,LL5,2011
30007,1000,"(0.000000, 0.000000)",Northwest Africa 6630,L5,2011
30008,300,"(0.000000, 0.000000)",Northwest Africa 6632,LL6,2011
30009,800,"(0.000000, 0.000000)",Northwest Africa 6633,L6,2011
30010,650,"(0.000000, 0.000000)",Northwest Africa 6634,L5,2011
30011,225,"(0.000000, 0.000000)",Northwest Africa 6635,L6,2011
30012,500,"(0.000000, 0.000000)",Northwest Africa 6636,L6,2011
30013,700,"(0.000000, 0.000000)",Northwest Africa 6637,L5,2011
30014,400,"(0.000000, 0.000000)",Northwest Africa 6638,L6,2011
30015,1400,"(0.000000, 0.000000)",Northwest Africa 6639,L5/6,2011
30016,2200,"(0.000000, 0.000000)",Northwest Africa 6640,H5/6,2011
30017,1600,"(0.000000, 0.000000)",Northwest Africa 6641,L6,2011
30018,2500,"(0.000000, 0.000000)",Northwest Africa 6642,L6,2011
30019,1725,"(0.000000, 0.000000)",Northwest Africa 6643,L6,2011
30020,1100,"(0.000000, 0.000000)",Northwest Africa 6644,L6,2011
30021,375,"(0.000000, 0.000000)",Northwest Africa 6645,H3-6,2011
30022,1700,"(0.000000, 0.000000)",Northwest Africa 6646,L6,2011
30023,400,"(0.000000, 0.000000)",Northwest Africa 6647,H4,2011
30024,540,"(0.000000, 0.000000)",Northwest Africa 6648,L5/6,2011
30025,500,"(0.000000, 0.000000)",Northwest Africa 6649,H5,2011
30026,375,"(0.000000, 0.000000)",Northwest Africa 6650,L6,2011
30027,250,"(0.000000, 0.000000)",Northwest Africa 6651,L6,2011
30028,450,"(0.000000, 0.000000)",Northwest Africa 6652,L5/6,2011
30029,425,"(0.000000, 0.000000)",Northwest Africa 6653,L5,2011
30030,200,"(0.000000, 0.000000)",Northwest Africa 6654,L4,2011
30031,590,"(0.000000, 0.000000)",Northwest Africa 6655,L6,2011
30032,233.7,"(0.000000, 0.000000)",Northwest Africa 6671,Eucrite-pmict,2010
30033,99.6,"(0.000000, 0.000000)",Northwest Africa 6672,Mesosiderite,2010
30034,99.8,"(0.000000, 0.000000)",Northwest Africa 6673,Pallasite,2010
30035,291,"(0.000000, 0.000000)",Northwest Africa 6674,LL4,2010
30036,510,"(0.000000, 0.000000)",Northwest Africa 6675,Aubrite,2010
30037,1800,"(0.000000, 0.000000)",Northwest Africa 6676,H5,2010
30038,5200,"(0.000000, 0.000000)",Northwest Africa 6677,L4-melt breccia,2010
30039,64,"(0.000000, 0.000000)",Northwest Africa 6678,LL4,2010
30040,266,"(0.000000, 0.000000)",Northwest Africa 6679,LL5,2010
30041,195,"(0.000000, 0.000000)",Northwest Africa 6680,EL6,2010
30042,150,"(0.000000, 0.000000)",Northwest Africa 6681,LL5/6,2010
30043,13000,"(0.000000, 0.000000)",Northwest Africa 6682,H6,2010
30044,50,"(0.000000, 0.000000)",Northwest Africa 6683,H6,2010
30045,39,"(0.000000, 0.000000)",Northwest Africa 6684,H3-6,2010
30046,524,"(0.000000, 0.000000)",Northwest Africa 6685,Lodranite,2010
30047,62,"(0.000000, 0.000000)",Northwest Africa 6686,Howardite,2010
30048,42.4,"(0.000000, 0.000000)",Northwest Africa 6687,Lunar (feldsp. breccia),2010
30049,114.6,"(0.000000, 0.000000)",Northwest Africa 6688,LL5,2010
30050,295,"(0.000000, 0.000000)",Northwest Africa 6689,H4,2010
30051,88.3,"(0.000000, 0.000000)",Northwest Africa 6690,Diogenite,2010
30052,57.7,"(0.000000, 0.000000)",Northwest Africa 6691,LL5,2010
30053,44.6,"(0.000000, 0.000000)",Northwest Africa 6692,LL5,2010
30054,5100,"(0.000000, 0.000000)",Northwest Africa 6693,Achondrite-ung,2011
30055,5005,"(0.000000, 0.000000)",Northwest Africa 6694,Eucrite-pmict,2011
30056,538,"(0.000000, 0.000000)",Northwest Africa 6695,Howardite,2011
30057,10,"(0.000000, 0.000000)",Northwest Africa 6696,LL3.6,2007
30058,67.05,"(0.000000, 0.000000)",Northwest Africa 6697,C2-ung,2010
30059,38.4,"(0.000000, 0.000000)",Northwest Africa 6698,Achondrite-ung,2010
30060,80,"(0.000000, 0.000000)",Northwest Africa 6701,CO3.1,2011
30061,8387,"(0.000000, 0.000000)",Northwest Africa 6704,Achondrite-ung,
30062,2109,"(0.000000, 0.000000)",Northwest Africa 6706,L6-melt breccia,2011
30063,91.5,"(0.000000, 0.000000)",Northwest Africa 6707,Eucrite,2011
30064,494,"(0.000000, 0.000000)",Northwest Africa 6709,Howardite-an,2011
30065,74.4,"(0.000000, 0.000000)",Northwest Africa 6710,Martian (shergottite),2011
30066,714,"(0.000000, 0.000000)",Northwest Africa 6711,Eucrite,2009
30067,3758,"(0.000000, 0.000000)",Northwest Africa 6712,Eucrite,2009
30068,277,"(0.000000, 0.000000)",Northwest Africa 6713,Mesosiderite,2010
30069,93.7,"(0.000000, 0.000000)",Northwest Africa 6714,L3.1,2010
30070,470,"(0.000000, 0.000000)",Northwest Africa 6715,L6,2006
30071,293,"(0.000000, 0.000000)",Northwest Africa 6716,"Iron, IIE",2010
30072,134,"(0.000000, 0.000000)",Northwest Africa 6719,LL4,2011
30073,6.5,"(0.000000, 0.000000)",Northwest Africa 6720,CM2,2011
30074,181,"(0.000000, 0.000000)",Northwest Africa 6721,Lunar (feldsp. breccia),2011
30075,141.8,"(0.000000, 0.000000)",Northwest Africa 6723,Howardite,2011
30076,119,"(0.000000, 0.000000)",Northwest Africa 6724,Mesosiderite,2011
30077,32.64,"(0.000000, 0.000000)",Northwest Africa 6725,CM2,2011
30078,88000,"(0.000000, 0.000000)",Northwest Africa 6727,L5,2006
30079,599,"(0.000000, 0.000000)",Northwest Africa 6728,L,2009
30080,113,"(0.000000, 0.000000)",Northwest Africa 6729,H~4,2009
30081,51,"(0.000000, 0.000000)",Northwest Africa 6730,Eucrite,2010
30082,13.7,"(0.000000, 0.000000)",Northwest Africa 6731,Eucrite-cm,2007
30083,200.9,"(0.000000, 0.000000)",Northwest Africa 6732,L6,2009
30084,2335,"(0.000000, 0.000000)",Northwest Africa 6733,H5,2009
30085,50.3,"(0.000000, 0.000000)",Northwest Africa 6734,EL6,2004
30086,44,"(0.000000, 0.000000)",Northwest Africa 6735,L/LL4,2010
30087,165,"(0.000000, 0.000000)",Northwest Africa 6736,L6,2009
30088,324,"(0.000000, 0.000000)",Northwest Africa 6737,H~5,2010
30089,179.6,"(0.000000, 0.000000)",Northwest Africa 6738,H~5,2010
30090,133.4,"(0.000000, 0.000000)",Northwest Africa 6739,H~5,2010
30091,126,"(0.000000, 0.000000)",Northwest Africa 6740,L~6,2010
30092,585,"(0.000000, 0.000000)",Northwest Africa 6741,L~6,2010
30093,8300,"(0.000000, 0.000000)",Northwest Africa 6747,H~6,2009
30094,1158.2,"(0.000000, 0.000000)",Northwest Africa 6811,L6,2011
30095,681,"(0.000000, 0.000000)",Northwest Africa 6812,H5,2011
30096,155.8,"(0.000000, 0.000000)",Northwest Africa 6813,LL6,2011
30097,111.45,"(0.000000, 0.000000)",Northwest Africa 6814,LL6,2011
30098,857.3,"(0.000000, 0.000000)",Northwest Africa 6815,H6,2011
30099,6859.4,"(0.000000, 0.000000)",Northwest Africa 6816,L6,2011
30100,1131,"(0.000000, 0.000000)",Northwest Africa 6817,Howardite,2011
30101,132.45,"(0.000000, 0.000000)",Northwest Africa 6818,Ureilite,2010
30102,500,"(0.000000, 0.000000)",Northwest Africa 6819,Diogenite-olivine,2009
30103,20.62,"(0.000000, 0.000000)",Northwest Africa 6820,Ureilite,2010
30104,4300,"(0.000000, 0.000000)",Northwest Africa 6849,L5,2010
30105,560,"(0.000000, 0.000000)",Northwest Africa 6850,L4,2009
30106,207.7,"(0.000000, 0.000000)",Northwest Africa 6851,LL6,2003
30107,1009,"(0.000000, 0.000000)",Northwest Africa 6852,LL6,2011
30108,22.28,"(0.000000, 0.000000)",Northwest Africa 6853,L~6,
30109,80.5,"(0.000000, 0.000000)",Northwest Africa 6860,R5,2011
30110,10.3,"(0.000000, 0.000000)",Northwest Africa 6861,CM2,2011
30111,39.4,"(0.000000, 0.000000)",Northwest Africa 6862,CM2,2011
30112,76.7,"(0.000000, 0.000000)",Northwest Africa 6863,CV3,2011
30113,64,"(0.000000, 0.000000)",Northwest Africa 6865,LL6,2011
30114,747,"(0.000000, 0.000000)",Northwest Africa 6868,LL6,2011
30115,119,"(0.000000, 0.000000)",Northwest Africa 6871,Ureilite,2011
30116,29,"(0.000000, 0.000000)",Northwest Africa 6872,L6-melt breccia,2004
30117,90,"(0.000000, 0.000000)",Northwest Africa 6874,Brachinite,2011
30118,300,"(0.000000, 0.000000)",Northwest Africa 6875,Lodranite,2011
30119,120,"(0.000000, 0.000000)",Northwest Africa 6887,Eucrite,2011
30120,208,"(24.642830, -14.687830)",Northwest Africa 6888,Lunar,2011
30121,1197,"(0.000000, 0.000000)",Northwest Africa 6901,Achondrite-prim,2011
30122,73,"(0.000000, 0.000000)",Northwest Africa 6902,H5,2007
30123,50000,"(32.371670, -6.360000)",Northwest Africa 6903,"Iron, IIIAB",2008
30124,115,"(0.000000, 0.000000)",Northwest Africa 6904,LL6,2011
30125,113.6,"(0.000000, 0.000000)",Northwest Africa 6905,EL6,2008
30126,140,"(0.000000, 0.000000)",Northwest Africa 6906,EL6,2008
30127,240,"(0.000000, 0.000000)",Northwest Africa 6907,LL5,2006
30128,52.68,"(0.000000, 0.000000)",Northwest Africa 6908,CM2,2010
30129,188,"(0.000000, 0.000000)",Northwest Africa 6909,Eucrite,2009
30130,13.58,"(0.000000, 0.000000)",Northwest Africa 6911,Diogenite,2011
30131,27.55,"(0.000000, 0.000000)",Northwest Africa 6912,Eucrite-pmict,2011
30132,35.96,"(0.000000, 0.000000)",Northwest Africa 6913,Eucrite-pmict,2011
30133,40.22,"(0.000000, 0.000000)",Northwest Africa 6914,Eucrite-pmict,2011
30134,89.6,"(0.000000, 0.000000)",Northwest Africa 6915,Ureilite,2011
30135,520,"(0.000000, 0.000000)",Northwest Africa 6916,Eucrite,2011
30136,488,"(0.000000, 0.000000)",Northwest Africa 6917,Eucrite,2011
30137,153.6,"(0.000000, 0.000000)",Northwest Africa 6918,Eucrite,2010
30138,95,"(0.000000, 0.000000)",Northwest Africa 6919,Eucrite,2011
30139,1468,"(0.000000, 0.000000)",Northwest Africa 6920,Howardite,2011
30140,562,"(0.000000, 0.000000)",Northwest Africa 6923,Eucrite-pmict,2011
30141,220,"(0.000000, 0.000000)",Northwest Africa 6926,Achondrite-ung,2011
30142,114,"(0.000000, 0.000000)",Northwest Africa 6927,Diogenite,2011
30143,223,"(0.000000, 0.000000)",Northwest Africa 6928,Diogenite-an,2011
30144,165,"(0.000000, 0.000000)",Northwest Africa 6929,H4,2011
30145,20620,"(0.000000, 0.000000)",Northwest Africa 6931,"Iron, IAB-MG",2007
30146,32000,"(0.000000, 0.000000)",Northwest Africa 6932,"Iron, ungrouped",2008
30147,71,"(0.000000, 0.000000)",Northwest Africa 6946,L6,2010
30148,115777,"(0.000000, 0.000000)",Northwest Africa 6947,H5,2011
30149,56,"(0.000000, 0.000000)",Northwest Africa 6948,L5-melt breccia,2011
30150,418,"(0.000000, 0.000000)",Northwest Africa 6949,Winonaite,2011
30151,1649,"(0.000000, 0.000000)",Northwest Africa 6950,Lunar (gabbro),2011
30152,1481,"(0.000000, 0.000000)",Northwest Africa 6951,L5,2010
30153,673,"(0.000000, 0.000000)",Northwest Africa 6952,L4,2010
30154,4160,"(0.000000, 0.000000)",Northwest Africa 6953,Mesosiderite,2011
30155,280,"(0.000000, 0.000000)",Northwest Africa 6955,LL6,2011
30156,1350,"(0.000000, 0.000000)",Northwest Africa 6956,L6,2011
30157,88.3,"(0.000000, 0.000000)",Northwest Africa 6959,R5,2011
30158,5104,"(0.000000, 0.000000)",Northwest Africa 6961,H4,2011
30159,59.8,"(0.000000, 0.000000)",Northwest Africa 6962,Achondrite-ung,2011
30160,8000,"(28.002467, -11.131583)",Northwest Africa 6963,Martian (shergottite),2011
30161,118,"(0.000000, 0.000000)",Northwest Africa 6989,H7,2011
30162,395,"(0.000000, 0.000000)",Northwest Africa 6990,LL7,2011
30163,487,"(0.000000, 0.000000)",Northwest Africa 6991,CV3,2010
30164,237,"(0.000000, 0.000000)",Northwest Africa 6992,CR2,2011
30165,47.7,"(0.000000, 0.000000)",Northwest Africa 6993,L6,2005
30166,20.54,"(0.000000, 0.000000)",Northwest Africa 6994,H4,2005
30167,17.43,"(0.000000, 0.000000)",Northwest Africa 6995,LL4,2005
30168,1533.74,"(0.000000, 0.000000)",Northwest Africa 6996,L6,2000
30169,110.5,"(0.000000, 0.000000)",Northwest Africa 6997,L4-5,2004
30170,85.34,"(0.000000, 0.000000)",Northwest Africa 6998,H4,2004
30171,7465,"(0.000000, 0.000000)",Northwest Africa 6999,L/LL4,2000
30172,8880,"(0.000000, 0.000000)",Northwest Africa 7000,L4,2002
30173,248.5,"(0.000000, 0.000000)",Northwest Africa 7001,H5,2000
30174,53,"(0.000000, 0.000000)",Northwest Africa 7002,LL6,2011
30175,38.2,"(0.000000, 0.000000)",Northwest Africa 7003,LL4-5,2011
30176,142,"(0.000000, 0.000000)",Northwest Africa 7004,H4,2011
30177,91,"(0.000000, 0.000000)",Northwest Africa 7007,Lunar (gabbro),2011
30178,10.8,"(0.000000, 0.000000)",Northwest Africa 7008,Brachinite,2011
30179,1007,"(0.000000, 0.000000)",Northwest Africa 7009,CV3,2011
30180,314,"(0.000000, 0.000000)",Northwest Africa 7010,L5,2011
30181,312,"(0.000000, 0.000000)",Northwest Africa 7011,LL6,2011
30182,42.8,"(0.000000, 0.000000)",Northwest Africa 7012,Eucrite-pmict,2011
30183,102,"(0.000000, 0.000000)",Northwest Africa 7013,Eucrite-mmict,2011
30184,116,"(0.000000, 0.000000)",Northwest Africa 7014,Eucrite-mmict,2011
30185,888,"(0.000000, 0.000000)",Northwest Africa 7015,LL4,2011
30186,571,"(0.000000, 0.000000)",Northwest Africa 7016,H6,2011
30187,4669.5,"(0.000000, 0.000000)",Northwest Africa 7017,L6,2011
30188,443,"(0.000000, 0.000000)",Northwest Africa 7018,H6,2011
30189,444,"(0.000000, 0.000000)",Northwest Africa 7022,Lunar (feldsp. breccia),2011
30190,473,"(0.000000, 0.000000)",Northwest Africa 7023,Eucrite-pmict,2003
30191,629,"(0.000000, 0.000000)",Northwest Africa 7026,L6-melt breccia,2011
30192,85,"(0.000000, 0.000000)",Northwest Africa 7032,Martian (shergottite),2011
30193,468,"(0.000000, 0.000000)",Northwest Africa 7033,H4-melt breccia,2011
30194,319.8,"(0.000000, 0.000000)",Northwest Africa 7034,Martian (basaltic breccia),2011
30195,816,"(0.000000, 0.000000)",Northwest Africa 7035,Eucrite-mmict,2012
30196,95,"(0.000000, 0.000000)",Northwest Africa 7036,Eucrite-pmict,2011
30197,253,"(0.000000, 0.000000)",Northwest Africa 7037,L4,2011
30198,1740,"(0.000000, 0.000000)",Northwest Africa 7040,H3.4,2011
30199,127,"(0.000000, 0.000000)",Northwest Africa 7041,LL6,2011
30200,3033,"(0.000000, 0.000000)",Northwest Africa 7042,Martian (shergottite),2011
30201,166,"(0.000000, 0.000000)",Northwest Africa 7043,CV3,2011
30202,1443,"(0.000000, 0.000000)",Northwest Africa 7044,H6,2011
30203,1127,"(0.000000, 0.000000)",Northwest Africa 7045,"Pallasite, PMG",2011
30204,1819,"(0.000000, 0.000000)",Northwest Africa 7046,H4,2011
30205,11730,"(0.000000, 0.000000)",Northwest Africa 7059,Ureilite,2008
30206,209,,Northwest Africa 706,LL3.7,2000
30207,134.2,"(0.000000, 0.000000)",Northwest Africa 7061,LL6,2011
30208,62.9,"(0.000000, 0.000000)",Northwest Africa 7062,Eucrite-mmict,2011
30209,188,"(0.000000, 0.000000)",Northwest Africa 7063,L6,2009
30210,115,"(0.000000, 0.000000)",Northwest Africa 7064,L6,2008
30211,882,"(0.000000, 0.000000)",Northwest Africa 7069,L5,2011
30212,297,,Northwest Africa 707,LL3.7,2000
30213,1142,"(0.000000, 0.000000)",Northwest Africa 7070,L3,2011
30214,236,"(0.000000, 0.000000)",Northwest Africa 7071,LL6,2011
30215,507,"(0.000000, 0.000000)",Northwest Africa 7072,L6,2011
30216,1575,"(0.000000, 0.000000)",Northwest Africa 7073,L6,2011
30217,782,"(0.000000, 0.000000)",Northwest Africa 7074,H4,2011
30218,2815,"(0.000000, 0.000000)",Northwest Africa 7075,L3,2011
30219,32,"(0.000000, 0.000000)",Northwest Africa 7076,L4/5,2011
30220,134,"(0.000000, 0.000000)",Northwest Africa 7077,CV3,2011
30221,134,"(0.000000, 0.000000)",Northwest Africa 7079,H3,2011
30222,971,,Northwest Africa 708,L6,2000
30223,116,"(0.000000, 0.000000)",Northwest Africa 7080,L6-melt breccia,2011
30224,292,"(0.000000, 0.000000)",Northwest Africa 7081,L6,2011
30225,159,"(0.000000, 0.000000)",Northwest Africa 7082,H6,2011
30226,55,"(0.000000, 0.000000)",Northwest Africa 7083,CO3,2011
30227,72,"(0.000000, 0.000000)",Northwest Africa 7084,LL6-melt breccia,2011
30228,53,"(0.000000, 0.000000)",Northwest Africa 7085,L6-melt breccia,2011
30229,20,"(0.000000, 0.000000)",Northwest Africa 7086,CK4,2011
30230,119,"(0.000000, 0.000000)",Northwest Africa 7087,LL6,2011
30231,72,"(0.000000, 0.000000)",Northwest Africa 7088,LL5/6,2011
30232,647,"(0.000000, 0.000000)",Northwest Africa 7089,H4,2011
30233,170,,Northwest Africa 709,L6,2000
30234,379,"(0.000000, 0.000000)",Northwest Africa 7090,L3,2011
30235,76,"(0.000000, 0.000000)",Northwest Africa 7091,L4/5,2011
30236,59,"(0.000000, 0.000000)",Northwest Africa 7092,H4,2011
30237,40,"(0.000000, 0.000000)",Northwest Africa 7093,L6,2011
30238,7,"(0.000000, 0.000000)",Northwest Africa 7094,L3,2011
30239,13,"(0.000000, 0.000000)",Northwest Africa 7095,CV3,2011
30240,20,"(0.000000, 0.000000)",Northwest Africa 7096,H4,2011
30241,26,"(0.000000, 0.000000)",Northwest Africa 7097,Eucrite-pmict,2011
30242,48,"(0.000000, 0.000000)",Northwest Africa 7098,Eucrite-pmict,2011
30243,36,"(0.000000, 0.000000)",Northwest Africa 7099,LL6,2011
30244,54,,Northwest Africa 710,CV3,2000
30245,73,"(0.000000, 0.000000)",Northwest Africa 7100,H3,2011
30246,64,"(0.000000, 0.000000)",Northwest Africa 7101,L6,2011
30247,42,"(0.000000, 0.000000)",Northwest Africa 7102,L3,2011
30248,13,"(0.000000, 0.000000)",Northwest Africa 7103,CO3,2011
30249,782,"(0.000000, 0.000000)",Northwest Africa 7104,CV3,2010
30250,216,"(0.000000, 0.000000)",Northwest Africa 7105,L3,2010
30251,115,"(0.000000, 0.000000)",Northwest Africa 7106,L3,2010
30252,146,"(0.000000, 0.000000)",Northwest Africa 7107,CV3,2010
30253,59,"(0.000000, 0.000000)",Northwest Africa 7108,CV3,2011
30254,1440.5,"(0.000000, 0.000000)",Northwest Africa 7109,L5,2011
30255,1350,,Northwest Africa 711,L3.8,2000
30256,220,"(0.000000, 0.000000)",Northwest Africa 7110,CV3,2011
30257,59,"(0.000000, 0.000000)",Northwest Africa 7111,Ureilite,2011
30258,1000,"(0.000000, 0.000000)",Northwest Africa 7112,L6,2011
30259,53,"(0.000000, 0.000000)",Northwest Africa 7113,L4,2011
30260,78.3,"(0.000000, 0.000000)",Northwest Africa 7114,H4,2011
30261,10.7,"(0.000000, 0.000000)",Northwest Africa 7115,H4,2011
30262,12.1,"(0.000000, 0.000000)",Northwest Africa 7116,EL6,2011
30263,64,"(0.000000, 0.000000)",Northwest Africa 7117,LL5,2011
30264,2254,"(0.000000, 0.000000)",Northwest Africa 7119,Mesosiderite,2011
30265,610,,Northwest Africa 712,L3.8,2000
30266,1604,"(0.000000, 0.000000)",Northwest Africa 7120,L3-melt breccia,2011
30267,16.1,"(0.000000, 0.000000)",Northwest Africa 7121,CM2,2011
30268,2377,"(0.000000, 0.000000)",Northwest Africa 7122,L4,2011
30269,26.6,"(0.000000, 0.000000)",Northwest Africa 7125,LL6,2011
30270,260,"(0.000000, 0.000000)",Northwest Africa 7128,LL4,2011
30271,50,"(0.000000, 0.000000)",Northwest Africa 7129,Achondrite-ung,2011
30272,600,,Northwest Africa 713,L5,2000
30273,40,"(0.000000, 0.000000)",Northwest Africa 7131,CM2,2011
30274,143,"(0.000000, 0.000000)",Northwest Africa 7132,Mesosiderite,2010
30275,63.9,"(0.000000, 0.000000)",Northwest Africa 7133,CO3.1,2010
30276,263,"(0.000000, 0.000000)",Northwest Africa 7134,LL3.8,2010
30277,1300,"(0.000000, 0.000000)",Northwest Africa 7136,H4,2010
30278,36.6,"(0.000000, 0.000000)",Northwest Africa 7137,LL5,2010
30279,19.01,"(0.000000, 0.000000)",Northwest Africa 7138,CM2,2010
30280,4.11,"(0.000000, 0.000000)",Northwest Africa 7139,Eucrite-pmict,2010
30281,2850,,Northwest Africa 714,L6,2000
30282,223,"(0.000000, 0.000000)",Northwest Africa 7140,L5,2010
30283,580,"(0.000000, 0.000000)",Northwest Africa 7143,LL6,2011
30284,43418,"(0.000000, 0.000000)",Northwest Africa 7144,H4,2011
30285,188,"(0.000000, 0.000000)",Northwest Africa 7146,LL5,2011
30286,3099,"(0.000000, 0.000000)",Northwest Africa 7148,LL5,2011
30287,2318,"(0.000000, 0.000000)",Northwest Africa 7149,H4,2011
30288,1640,,Northwest Africa 715,H4,2000
30289,45326,"(0.000000, 0.000000)",Northwest Africa 7150,H4,2011
30290,312,,Northwest Africa 716,H3.8,2000
30291,105,,Northwest Africa 717,EL6,2001
30292,400,"(0.000000, 0.000000)",Northwest Africa 7175,LL6,2006
30293,160.1,"(26.010430, -10.336180)",Northwest Africa 7176,L3,2010
30294,17.3,"(0.000000, 0.000000)",Northwest Africa 7177,LL6,2011
30295,191.34,"(0.000000, 0.000000)",Northwest Africa 7178,H5,2011
30296,153.57,"(0.000000, 0.000000)",Northwest Africa 7179,H4,2011
30297,240.5,"(0.000000, 0.000000)",Northwest Africa 7180,H3.6,2011
30298,543,"(0.000000, 0.000000)",Northwest Africa 7181,L3.5,2011
30299,17,"(0.000000, 0.000000)",Northwest Africa 7182,Martian (shergottite),2011
30300,1446,"(0.000000, 0.000000)",Northwest Africa 7185,CV3,2009
30301,411,"(0.000000, 0.000000)",Northwest Africa 7186,CV3,2010
30302,2467,"(0.000000, 0.000000)",Northwest Africa 7189,H4,2011
30303,5.28,"(0.000000, 0.000000)",Northwest Africa 7190,Lunar (feldsp. breccia),2011
30304,137,"(0.000000, 0.000000)",Northwest Africa 7191,L-melt rock,2012
30305,1780,"(0.000000, 0.000000)",Northwest Africa 7192,LL4,2012
